"id","opis","naziv","ekstenzija","url","binarni","dozvoljen"
668,"XML Encryption Syntax and Processing","application/xenc+xml",".xenc","http://www.w3.org/TR/xmlenc-core/","t","f"
669,"XML Patch Framework","application/patch-ops-error+xml",".xer","http://www.rfc-editor.org/rfc/rfc5261.txt","t","f"
670,"XML Resource Lists","application/resource-lists+xml",".rl","http://www.rfc-editor.org/rfc/rfc4826.txt","t","f"
671,"XML Resource Lists","application/rls-services+xml",".rs","http://www.rfc-editor.org/rfc/rfc4826.txt","t","f"
672,"XML Resource Lists Diff","application/resource-lists-diff+xml",".rld","http://www.rfc-editor.org/rfc/rfc4826.txt","t","f"
673,"XML Transformations","application/xslt+xml",".xslt","http://www.w3.org/TR/xslt","t","f"
674,"XML-Binary Optimized Packaging","application/xop+xml",".xop","http://www.w3.org/TR/xop10/","t","f"
675,"XPInstall - Mozilla","application/x-xpinstall",".xpi","http://en.wikipedia.org/wiki/XPI","t","f"
676,"XSPF - XML Shareable Playlist Format","application/xspf+xml",".xspf","http://www.xspf.org/quickstart/","t","f"
677,"XUL - XML User Interface Language","application/vnd.mozilla.xul+xml",".xul","http://www.iana.org/assignments/media-types/application/vnd.mozilla.xul+xml","t","f"
678,"XYZ File Format","chemical/x-xyz",".xyz","http://en.wikipedia.org/wiki/XYZ_file_format","t","f"
679,"YAML Ain't Markup Language / Yet Another Markup Language","text/yaml",".yaml","http://www.yaml.org/","f","f"
680,"YANG Data Modeling Language","application/yang",".yang","http://en.wikipedia.org/wiki/YANG","t","f"
681,"YIN (YANG - XML)","application/yin+xml",".yin","http://en.wikipedia.org/wiki/YANG","t","f"
682,"Z.U.L. Geometry","application/vnd.zul",".zir","http://www.iana.org/assignments/media-types/application/vnd.zul","t","f"
683,"Zip Archive","application/zip",".zip","http://en.wikipedia.org/wiki/ZIP_%28file_format%29","t","f"
684,"ZVUE Media Manager","application/vnd.handheld-entertainment+xml",".zmm","http://www.iana.org/assignments/media-types/application/vnd.HandHeld-Entertainment+xml","t","f"
685,"Zzazz Deck","application/vnd.zzazz.deck+xml",".zaz","http://www.iana.org/assignments/media-types/application/vnd.zzazz.deck+xml","t","f"
